id,first_name,last_name,email,city,age,economy,gender,spouse,spouse_customer,children,policy_name,Spouse_customer_Policy,Spouse_age,Spouse_economy
907,Jimmy,Stevens,jstevensp6@wisc.edu,Chrást,54,$234333.46,Male,yes,yes,1,Whole Life Insurance,Accidental Death Insurance,57,$3437.86
908,Helen,Cunningham,hcunninghamp7@a8.net,Żabnica,32,$323013.75,Female,yes,no,1,Universal Life Insurance,Universal Life Insurance,71,$671856.33
909,Donna,Rice,dricep8@vistaprint.com,Talā,34,$975069.63,Female,no,yes,1,Endowment Insurance,Limited Pay Insurance,80,$169907.94
910,Elizabeth,Cook,ecookp9@w3.org,Santa Clara,24,$452162.97,Female,yes,no,3,Term Insurance,Limited Pay Insurance,27,$597229.48
911,Lillian,Perez,lperezpa@ow.ly,San Ramón,69,$998367.01,Female,no,no,1,Accidental Death Insurance,Limited Pay Insurance,65,$552413.23
912,Willie,Carroll,wcarrollpb@constantcontact.com,Sainte-Adèle,40,$871646.38,Male,yes,yes,0,Whole Life Insurance,Universal Life Insurance,68,$362541.30
913,Joe,Cox,jcoxpc@newyorker.com,Saint-Priest-en-Jarez,42,$456916.49,Male,no,no,1,Whole Life Insurance,Term Insurance,27,$186554.95
914,Beverly,Meyer,bmeyerpd@cnet.com,Nakhon Pathom,22,$257299.77,Female,no,yes,2,Whole Life Insurance,Endowment Insurance,50,$539018.24
915,Louise,Arnold,larnoldpe@statcounter.com,Independencia,52,$916934.34,Female,no,no,2,Endowment Insurance,Universal Life Insurance,75,$941261.38
916,Roy,Lawson,rlawsonpf@comsenz.com,Sansanné-Mango,65,$260820.89,Male,yes,yes,2,Universal Life Insurance,Endowment Insurance,21,$159072.00
917,Ann,Cole,acolepg@wired.com,Shaydon,56,$568203.86,Female,yes,yes,1,Accidental Death Insurance,Term Insurance,33,$269568.65
918,Steve,Green,sgreenph@bloglovin.com,Aguada de Pasajeros,43,$837597.89,Male,no,yes,3,Whole Life Insurance,Limited Pay Insurance,57,$528165.24
919,Irene,Sullivan,isullivanpi@creativecommons.org,Aş Şaff,61,$725240.44,Female,no,yes,2,Endowment Insurance,Term Insurance,54,$468548.03
920,Ralph,Porter,rporterpj@bandcamp.com,Brangsi,58,$557626.49,Male,no,yes,3,Universal Life Insurance,Accidental Death Insurance,34,$728995.50
921,Judy,Green,jgreenpk@sohu.com,Zhangyelu,62,$672994.61,Female,no,yes,0,Limited Pay Insurance,Limited Pay Insurance,67,$153353.57
922,Bruce,Martin,bmartinpl@lulu.com,Guadalupe Victoria,35,$370632.50,Male,yes,yes,1,Endowment Insurance,Accidental Death Insurance,56,$468764.31
923,Ruth,Hill,rhillpm@phpbb.com,Písečná,24,$156061.88,Female,no,yes,3,Endowment Insurance,Term Insurance,29,$772999.60
924,Betty,Mccoy,bmccoypn@illinois.edu,São Lourenço de Mamporcão,24,$377602.55,Female,yes,no,2,Universal Life Insurance,Endowment Insurance,58,$981797.13
925,Scott,Marshall,smarshallpo@nature.com,Xinhe,50,$50421.90,Male,yes,no,1,Universal Life Insurance,Term Insurance,61,$85999.03
926,Susan,Lynch,slynchpp@census.gov,Auch,63,$243894.56,Female,no,no,2,Endowment Insurance,Limited Pay Insurance,71,$571325.39
927,Philip,Matthews,pmatthewspq@fotki.com,Gongming,65,$944138.02,Male,no,yes,2,Universal Life Insurance,Accidental Death Insurance,71,$997706.49
928,Judith,Howell,jhowellpr@examiner.com,Polowat,45,$603233.44,Female,no,no,0,Endowment Insurance,Whole Life Insurance,70,$549106.59
929,Diane,Cole,dcoleps@wiley.com,Triteh,23,$586242.47,Female,no,no,3,Whole Life Insurance,Term Insurance,34,$45134.64
930,Denise,Rice,dricept@multiply.com,Kamenjane,52,$65144.53,Female,no,yes,1,Limited Pay Insurance,Endowment Insurance,34,$445939.24
931,Kimberly,Chapman,kchapmanpu@altervista.org,Twante,62,$865653.78,Female,no,no,2,Accidental Death Insurance,Term Insurance,48,$950665.38
932,Deborah,Jenkins,djenkinspv@smugmug.com,Vinha,37,$37205.09,Female,no,no,3,Universal Life Insurance,Term Insurance,79,$68454.25
933,Andrew,Ferguson,afergusonpw@census.gov,Baitian,35,$433499.12,Male,no,no,0,Accidental Death Insurance,Whole Life Insurance,31,$818497.77
934,Chris,Hill,chillpx@furl.net,Hexi,57,$528040.66,Male,yes,yes,1,Limited Pay Insurance,Whole Life Insurance,41,$783996.15
935,Betty,Austin,baustinpy@google.com.br,Amieira,25,$566862.42,Female,yes,yes,2,Accidental Death Insurance,Accidental Death Insurance,52,$557985.90
936,Timothy,Johnson,tjohnsonpz@ow.ly,Birigui,37,$555231.36,Male,no,yes,2,Limited Pay Insurance,Accidental Death Insurance,42,$52487.90
937,Lois,Romero,lromeroq0@paypal.com,Obock,24,$253643.74,Female,no,no,3,Whole Life Insurance,Limited Pay Insurance,78,$910924.01
938,Sharon,Weaver,sweaverq1@mail.ru,Tost,24,$204346.58,Female,no,yes,0,Endowment Insurance,Universal Life Insurance,35,$345324.65
939,Clarence,Hicks,chicksq2@time.com,Pandasan,78,$396511.45,Male,yes,yes,2,Endowment Insurance,Accidental Death Insurance,35,$439914.49
940,Helen,Greene,hgreeneq3@ameblo.jp,Mawu,40,$417189.18,Female,yes,yes,3,Endowment Insurance,Limited Pay Insurance,30,$974262.83
941,Brenda,Morris,bmorrisq4@statcounter.com,Nagahama,68,$997015.35,Female,yes,yes,0,Limited Pay Insurance,Accidental Death Insurance,29,$632216.14
942,Robert,Pierce,rpierceq5@gnu.org,Carice,64,$914704.75,Male,yes,yes,0,Term Insurance,Universal Life Insurance,50,$84610.80
943,Beverly,Graham,bgrahamq6@sohu.com,Nanling,45,$567690.20,Female,yes,yes,0,Endowment Insurance,Endowment Insurance,53,$89584.53
944,Terry,Collins,tcollinsq7@spotify.com,Ninh Hòa,72,$477251.02,Male,no,yes,3,Universal Life Insurance,Accidental Death Insurance,47,$135290.76
945,Judy,Burke,jburkeq8@cocolog-nifty.com,Tolú,79,$88888.32,Female,no,no,3,Accidental Death Insurance,Accidental Death Insurance,62,$790998.54
946,Frank,Kim,fkimq9@hao123.com,Pujiang,37,$869520.28,Male,no,no,3,Whole Life Insurance,Endowment Insurance,41,$70924.04
947,Gary,Wells,gwellsqa@ihg.com,Tignapalan,76,$501135.84,Male,no,no,3,Endowment Insurance,Endowment Insurance,53,$389014.36
948,Katherine,Kelley,kkelleyqb@bloomberg.com,Jarada,48,$369217.13,Female,yes,no,3,Universal Life Insurance,Whole Life Insurance,31,$387909.02
949,Diana,Carr,dcarrqc@chronoengine.com,Ketangi,64,$407194.54,Female,yes,yes,1,Whole Life Insurance,Limited Pay Insurance,66,$588040.29
950,Carlos,Fuller,cfullerqd@flickr.com,Kertosari,53,$235045.36,Male,no,yes,0,Term Insurance,Accidental Death Insurance,77,$394519.58
951,Sean,Reid,sreidqe@yahoo.com,Carolina,66,$498479.47,Male,no,yes,0,Whole Life Insurance,Universal Life Insurance,44,$146960.70
952,Deborah,White,dwhiteqf@edublogs.org,Firenze,68,$504873.67,Female,yes,yes,1,Term Insurance,Term Insurance,77,$531645.66
953,Margaret,Black,mblackqg@google.cn,Colmar,45,$267021.69,Female,no,yes,2,Whole Life Insurance,Accidental Death Insurance,41,$773154.11
954,Jennifer,Sanders,jsandersqh@freewebs.com,La Asunción,20,$105824.47,Female,yes,no,0,Endowment Insurance,Universal Life Insurance,61,$825593.34
955,Randy,Coleman,rcolemanqi@issuu.com,Panagyurishte,54,$272786.13,Male,yes,no,1,Limited Pay Insurance,Endowment Insurance,32,$804210.08
956,Tammy,Mills,tmillsqj@admin.ch,Qaxa,38,$313466.26,Female,no,yes,2,Whole Life Insurance,Endowment Insurance,27,$397236.82
957,Denise,Sullivan,dsullivanqk@fda.gov,Margasari,31,$909142.22,Female,yes,no,3,Whole Life Insurance,Term Insurance,20,$130884.05
958,Henry,Hunt,hhuntql@imgur.com,Ajaccio,29,$427326.31,Male,no,no,2,Whole Life Insurance,Limited Pay Insurance,63,$371073.23
959,Clarence,Little,clittleqm@shutterfly.com,Sendai-shi,74,$408574.05,Male,yes,yes,1,Universal Life Insurance,Whole Life Insurance,42,$595200.50
960,Andrew,Richards,arichardsqn@ustream.tv,Kaindy,56,$585620.50,Male,no,no,0,Accidental Death Insurance,Term Insurance,53,$914268.95
961,Alice,Roberts,arobertsqo@ow.ly,Bugene,61,$489023.22,Female,no,yes,2,Universal Life Insurance,Limited Pay Insurance,47,$263060.02
962,Randy,Alexander,ralexanderqp@europa.eu,Guisijan,66,$564566.96,Male,no,no,1,Endowment Insurance,Term Insurance,29,$350560.94
963,Patrick,Nelson,pnelsonqq@delicious.com,Qiawan,79,$814114.73,Male,yes,no,3,Term Insurance,Universal Life Insurance,46,$186803.82
964,Carl,Turner,cturnerqr@blog.com,Turpo,34,$236204.06,Male,no,no,1,Term Insurance,Accidental Death Insurance,50,$513846.34
965,Kenneth,Wallace,kwallaceqs@tuttocitta.it,Jiazhuang,71,$780692.89,Male,yes,no,3,Endowment Insurance,Endowment Insurance,61,$262044.18
966,Tammy,Clark,tclarkqt@zimbio.com,Mocun,49,$153827.39,Female,yes,no,1,Term Insurance,Limited Pay Insurance,80,$908963.06
967,Jeremy,Sanders,jsandersqu@admin.ch,Liudu,55,$109475.94,Male,yes,no,3,Limited Pay Insurance,Endowment Insurance,47,$351475.19
968,Earl,Nguyen,enguyenqv@t-online.de,Chợ Mới,65,$41408.59,Male,no,no,0,Accidental Death Insurance,Whole Life Insurance,23,$43929.33
969,Jeremy,Woods,jwoodsqw@merriam-webster.com,Jianyangping,76,$965559.83,Male,no,yes,2,Limited Pay Insurance,Accidental Death Insurance,30,$482269.13
970,Daniel,Hart,dhartqx@uol.com.br,Wilkowice,67,$843416.48,Male,no,yes,3,Whole Life Insurance,Limited Pay Insurance,68,$102037.49
971,Maria,Wallace,mwallaceqy@parallels.com,Yongheshi,71,$320201.18,Female,yes,yes,2,Limited Pay Insurance,Limited Pay Insurance,32,$259126.37
972,Arthur,Simmons,asimmonsqz@walmart.com,Jiamaogong,56,$23015.58,Male,yes,yes,3,Whole Life Insurance,Limited Pay Insurance,57,$583051.94
973,Carolyn,Torres,ctorresr0@tinypic.com,Pitanga,65,$508852.38,Female,no,yes,0,Whole Life Insurance,Accidental Death Insurance,30,$248244.23
974,Cynthia,Robinson,crobinsonr1@e-recht24.de,Sulechów,58,$934722.38,Female,yes,no,0,Endowment Insurance,Term Insurance,41,$658946.53
975,David,Mills,dmillsr2@prweb.com,Nyala,74,$959980.45,Male,yes,yes,1,Limited Pay Insurance,Endowment Insurance,76,$699652.89
976,Gerald,Medina,gmedinar3@bloglines.com,Victoriaville,71,$586297.06,Male,yes,yes,3,Accidental Death Insurance,Limited Pay Insurance,59,$102389.69
977,Howard,Garrett,hgarrettr4@bravesites.com,Chemnitz,37,$839755.59,Male,no,yes,3,Term Insurance,Endowment Insurance,76,$802090.80
978,Joseph,Hayes,jhayesr5@paypal.com,Xianan,33,$956297.13,Male,no,yes,0,Limited Pay Insurance,Limited Pay Insurance,54,$792246.48
979,Rebecca,Andrews,randrewsr6@wikipedia.org,Harar,75,$718768.32,Female,no,no,3,Whole Life Insurance,Term Insurance,57,$489272.87
980,Frank,Spencer,fspencerr7@accuweather.com,Elx/Elche,35,$297612.30,Male,no,no,1,Endowment Insurance,Universal Life Insurance,47,$2790.53
981,Ashley,Hudson,ahudsonr8@google.ca,Datartua,51,$156308.04,Female,yes,yes,1,Endowment Insurance,Universal Life Insurance,57,$931706.13
982,Randy,Franklin,rfranklinr9@facebook.com,Zselickislak,67,$924809.74,Male,yes,no,3,Accidental Death Insurance,Universal Life Insurance,37,$439583.19
983,Douglas,Morrison,dmorrisonra@sakura.ne.jp,Tuanai,37,$810025.28,Male,yes,yes,0,Term Insurance,Universal Life Insurance,60,$475960.53
984,Jacqueline,Nguyen,jnguyenrb@dmoz.org,Uppsala,36,$560981.21,Female,yes,yes,0,Endowment Insurance,Endowment Insurance,74,$954062.22
985,Jack,Bryant,jbryantrc@sakura.ne.jp,Ciudad Vieja,20,$882012.93,Male,yes,no,0,Accidental Death Insurance,Universal Life Insurance,73,$275387.85
986,Jose,Murray,jmurrayrd@cloudflare.com,Wujing,78,$538670.35,Male,yes,no,2,Universal Life Insurance,Limited Pay Insurance,46,$107422.64
987,Joyce,Austin,jaustinre@indiegogo.com,Longfeng,60,$489388.85,Female,yes,no,3,Endowment Insurance,Universal Life Insurance,25,$108555.41
988,Bonnie,Riley,brileyrf@zdnet.com,Shigou,79,$757100.93,Female,yes,yes,3,Limited Pay Insurance,Term Insurance,66,$114530.83
989,Matthew,Howell,mhowellrg@ameblo.jp,Turbo,31,$677093.25,Male,no,yes,0,Limited Pay Insurance,Limited Pay Insurance,54,$228309.69
990,Diane,Brown,dbrownrh@cnbc.com,Pasiraman,54,$900319.19,Female,no,no,1,Term Insurance,Limited Pay Insurance,59,$448135.92
991,Janet,Powell,jpowellri@house.gov,Waekolong,27,$948045.11,Female,yes,no,2,Term Insurance,Limited Pay Insurance,29,$776026.02
992,Sharon,Parker,sparkerrj@jiathis.com,Antipolo,34,$202767.58,Female,yes,yes,2,Universal Life Insurance,Endowment Insurance,69,$16816.04
993,Doris,Sanders,dsandersrk@narod.ru,Bogorejo,67,$504333.87,Female,yes,yes,2,Universal Life Insurance,Limited Pay Insurance,64,$792368.57
994,Matthew,Graham,mgrahamrl@canalblog.com,Conceição do Araguaia,41,$611376.11,Male,yes,yes,1,Limited Pay Insurance,Term Insurance,48,$642209.69
995,Kathleen,Kelley,kkelleyrm@surveymonkey.com,Jiangguanchi,46,$295390.68,Female,no,yes,1,Endowment Insurance,Accidental Death Insurance,64,$85893.29
996,Jimmy,Gibson,jgibsonrn@newyorker.com,Sengeti,73,$399596.29,Male,no,yes,3,Whole Life Insurance,Endowment Insurance,66,$765846.49
997,Eugene,Allen,eallenro@linkedin.com,Järna,39,$345649.73,Male,yes,yes,3,Limited Pay Insurance,Endowment Insurance,74,$208000.83
998,Robert,Moreno,rmorenorp@geocities.com,Yaguarón,63,$72874.41,Male,yes,no,3,Accidental Death Insurance,Universal Life Insurance,23,$751661.00
999,Lois,Gutierrez,lgutierrezrq@flavors.me,Chavães,43,$393584.79,Female,no,yes,0,Whole Life Insurance,Accidental Death Insurance,57,$169829.55
1000,Adam,Warren,awarrenrr@patch.com,Talanga,63,$346533.80,Male,no,no,3,Whole Life Insurance,Universal Life Insurance,39,$553260.49
